"customer_id","customer_age","customer_sex","customer_number_of_dependents","customer_education","customer_civil_status","customer_salary_range","customer_relationship_length","customer_available_credit_limit","credit_card_classification","total_products","period_inactive","contacts_in_last_year","credit_card_debt_balance","remaining_credit_limit","transaction_amount_ratio","total_transaction_amount","total_transaction_count","transaction_count_ratio","average_utilization","account_status"
378291,40,"M",3,"Graduate","Married","80-120K",21,1804,"Blue",3,2,0,1040,764,1.002,5308,78,0.773,0.576,"open"
209702,62,"M",0,"Unknown","Married","40-60K",48,1438.3,"Blue",4,1,2,0,1438.3,0.425,1406,27,0.5,0,"open"
752590,54,"M",2,"College","Single","80-120K",47,13769,"Blue",2,2,2,0,13769,1.058,4738,53,1.975,0,"closed"
660055,44,"F",4,"High School","Divorced","below 40K",39,9235,"Blue",5,1,4,1796,7439,0.958,1739,42,0.448,0.194,"open"
506625,38,"F",1,"Unknown","Married","40-60K",26,2346,"Blue",5,3,1,1407,939,0.77,4116,79,0.975,0.6,"open"
747672,56,"F",5,"College","Single","below 40K",43,2763,"Blue",4,1,0,2517,246,0.938,1246,31,0.824,0.911,"open"
980272,32,"M",1,"Uneducated","Married","40-60K",36,3535,"Blue",2,2,3,1964,1571,0.661,14080,85,0.809,0.556,"open"
457368,56,"M",1,"High School","Single","80-120K",45,5070,"Blue",4,1,3,0,5070,1.01,3651,76,0.652,0,"open"
219151,54,"M",5,"Graduate","Married","60-80K",38,2290,"Blue",3,3,3,1434,856,0.923,1119,18,3.5,0.626,"open"
513334,37,"F",2,"Doctorate","Single","40-60K",18,1900,"Blue",4,1,3,0,1900,0.776,2880,46,0.353,0,"closed"
132337,52,"F",2,"Graduate","Single","below 40K",38,2904,"Blue",2,2,3,2517,387,0.586,4503,89,0.712,0.867,"open"
198056,48,"F",3,"Unknown","Single","below 40K",36,1853,"Blue",2,1,3,1314,539,0.925,5331,79,0.612,0.709,"open"
677468,42,"M",4,"High School","Single","120K and more",35,34516,"Blue",5,2,2,1658,32858,1.095,2935,65,0.711,0.048,"open"
963142,44,"F",2,"Graduate","Married","below 40K",36,4473,"Blue",5,1,3,0,4473,0.543,4047,56,3.75,0,"open"
779503,56,"F",2,"Unknown","Married","below 40K",48,9092,"Blue",1,2,3,1363,7729,0.83,14779,94,0.843,0.15,"open"
241422,49,"M",5,"Post-Graduate","Single","40-60K",36,15525,"Silver",6,1,2,1299,14226,0.452,4042,78,0.95,0.084,"open"
123425,46,"F",3,"College","Married","below 40K",40,1438.3,"Blue",6,4,2,0,1438.3,0.714,4283,88,0.833,0,"open"
743616,51,NA,1,"Graduate","Single","below 40K",47,2469,"Blue",6,3,4,1491,978,0.869,4351,62,0.632,0.604,"open"
183746,45,NA,3,"Uneducated","Divorced",NA,36,4209,"Blue",3,2,4,1300,2909,0.75,16078,105,0.615,0.309,"open"
790458,53,"M",3,"High School","Married","120K and more",44,9025,"Blue",4,2,0,1005,8020,0.568,4412,87,0.706,0.111,"open"
584112,31,"M",0,"Unknown","Married","below 40K",25,4093,"Blue",2,3,0,0,4093,0.697,15495,112,0.778,0,"open"
624916,47,"F",3,"High School","Married","Unknown",39,11410,"Blue",6,3,4,979,10431,1.049,2736,38,0.462,0.086,"closed"
200657,51,"F",2,"High School","Married","below 40K",37,2258,"Blue",3,2,1,1250,1008,0.611,4368,75,0.596,0.554,"open"
233862,43,"M",2,"Graduate","Married","60-80K",28,19826,"Blue",6,3,2,1389,18437,0.614,3561,73,0.659,0.07,"open"
478172,41,"M",4,"High School","Unknown","80-120K",36,23124,"Blue",4,3,2,1746,21378,0.807,13713,50,0.724,0.076,"open"
391709,43,"F",3,"Unknown","Single","40-60K",36,19713,"Silver",2,3,4,531,19182,0.792,8301,70,0.591,0.027,"closed"
786079,37,"M",2,"Uneducated","Single","Unknown",28,7147,"Blue",5,3,3,1424,5723,0.821,2539,50,1.273,0.199,"open"
635460,53,"F",3,"Uneducated","Single","below 40K",48,4908,"Blue",5,3,1,1429,3479,0.745,3535,65,0.667,0.291,"open"
295728,41,"F",3,"Uneducated","Married","below 40K",29,3022,"Blue",5,3,3,1142,1880,0.403,1184,21,0.615,0.378,"open"
445600,54,"F",1,"High School","Single","below 40K",36,1572,"Blue",1,3,2,985,587,0.745,4148,54,0.862,0.627,"open"
486646,51,"M",2,"Graduate","Married","80-120K",40,3290,"Blue",3,2,4,2461,829,0.797,3591,80,0.739,0.748,"open"
928615,NA,"F",3,"Graduate","Married","Unknown",31,24936,"Blue",5,2,0,2053,22883,0.716,1810,38,0.727,0.082,"open"
117917,27,"F",1,"Post-Graduate","Single","below 40K",22,2965,"Blue",4,1,3,1635,1330,0.7,2553,59,2.765,0.551,"open"
138504,43,NA,4,"High School","Unknown","below 40K",36,2459,"Blue",5,2,4,1127,1332,0.765,4343,83,0.886,0.458,"open"
403010,39,"F",1,"Graduate","Unknown","below 40K",30,10398,"Silver",1,2,3,1630,8768,0.755,7702,81,0.688,0.157,"open"
158486,41,"F",3,"Graduate","Married","Unknown",33,2542,"Blue",3,3,3,0,2542,0.587,4087,73,0.78,0,"open"
719041,52,"M",3,"Unknown","Single","80-120K",36,2516,"Blue",3,4,1,1268,1248,0.751,31227,80,0.818,0.504,"open"
822935,NA,"M",1,"Uneducated","Divorced","120K and more",28,5260,"Blue",6,3,2,1116,4144,0.664,2546,62,0.879,0.212,"open"
241352,63,"M",0,"High School","Married","80-120K",51,10257,"Blue",3,3,4,1021,9236,0.467,1508,30,0.429,0.1,"open"
546546,53,"F",4,"High School","Divorced","40-60K",43,98532,"Blue",3,1,2,482,10466,0.742,16230,111,0.947,0.044,"open"
572137,53,"M",1,"Graduate","Single","80-120K",36,17742,"Blue",4,2,4,1463,16279,0.803,3369,55,0.774,0.082,"open"
951871,42,"M",4,"Graduate","Married","60-80K",33,6224,"Silver",1,2,1,0,6224,0.63,7612,82,0.783,0,"open"
400583,50,"F",2,"High School","Single","below 40K",46,8708,"Blue",5,3,2,996,7712,0.527,3927,60,0.935,0.114,"open"
716673,50,"F",3,"Unknown","Married","below 40K",34,68607,"Blue",6,1,3,2517,5106,1.007,1367,29,1.071,0.33,"open"
297249,36,"M",1,"Post-Graduate","Married","80-120K",26,21927,"Blue",3,4,2,1291,20636,0.864,1946,37,0.542,0.059,"open"
462449,47,"M",3,"Graduate","Single",NA,36,30498,"Silver",1,1,2,1990,28508,0.839,16202,120,0.791,0.065,"open"
264169,57,"F",1,"Graduate","Married","below 40K",52,70938,"Blue",5,1,2,1101,6781,0.682,14651,120,0.6,0.14,"open"
554348,55,"M",4,"Post-Graduate","Married","80-120K",43,21351,"Blue",6,2,4,2517,18834,0.818,NA,32,0.882,0.118,"open"
895594,37,"M",3,"Graduate","Married","120K and more",25,15017,"Blue",3,3,0,1733,13284,0.635,2076,58,0.487,0.115,"open"
954671,34,"M",3,"High School","Single","80-120K",21,34516,"Silver",6,4,3,2517,31999,0.791,2901,75,0.923,0.073,"open"
615796,40,"F",2,"Uneducated","Married","below 40K",26,2708,"Blue",3,2,1,0,2708,0.572,4277,90,0.636,0,"open"
325860,39,"M",2,"High School","Married","80-120K",28,26570,"Blue",3,2,4,1915,24655,1.454,2118,33,1.062,0.072,"open"
608720,42,"M",5,"Graduate","Married","60-80K",34,10607,"Blue",3,3,3,2517,8090,1.197,1903,40,0.538,0.237,"open"
394759,46,"F",2,"Unknown","Single","40-60K",33,3001,"Blue",5,3,6,0,3001,0.74,2577,39,0.444,0,"closed"
581172,47,"M",4,"High School","Divorced","60-80K",36,1943,"Blue",6,1,3,1654,289,0.648,NA,70,0.591,0.851,"open"
298141,46,"M",1,"High School","Single","60-80K",38,23996,"Blue",5,2,4,2517,21479,0.488,1339,29,0.381,0.105,"open"
178092,44,"M",4,"High School","Single","60-80K",40,14370,"Blue",4,3,2,945,13425,0.557,4510,79,0.646,0.066,"open"
835587,44,"F",5,"Graduate","Single","below 40K",28,1558,"Blue",2,2,2,879,679,0.874,4805,86,0.792,0.564,"open"
233253,48,"F",4,"Doctorate","Single",NA,39,2845,"Blue",6,1,1,919,1926,0.652,2635,43,1.263,0.323,"open"
467078,57,"M",2,"Unknown","Single","120K and more",44,5612,"Blue",5,1,2,1884,3728,0.77,4734,83,0.886,0.336,"open"
650344,35,"F",1,"College","Single","Unknown",28,3518,"Blue",4,5,2,1575,1943,0.625,2121,60,0.579,0.448,"open"
786161,53,"M",3,"Graduate","Married","40-60K",43,7451,"Blue",6,4,2,683,6768,0.924,2165,49,0.96,0.092,"open"
773320,44,"F",4,"Graduate","Single","40-60K",38,3897,"Blue",3,3,3,2296,1601,0.746,4627,77,0.791,0.589,"open"
212263,42,"M",2,"College","Single","80-120K",36,9959,"Blue",1,3,1,2517,7442,0.884,8847,85,0.771,0.253,"closed"
451766,49,"F",2,"Uneducated","Married","below 40K",34,5242,"Blue",6,2,4,1465,3777,1.025,4098,68,0.789,0.279,"open"
981966,52,"F",3,"High School","Married","Unknown",43,4798,"Blue",4,3,2,0,4798,0.583,3967,72,0.636,0,"open"
848558,44,"M",3,"Graduate","Single","40-60K",33,2477,"Blue",3,2,2,2123,354,0.699,4349,69,0.725,0.857,"open"
681158,50,"F",3,"Doctorate","Single","Unknown",36,5173,"Blue",4,3,3,0,5173,0.912,8757,68,0.789,0,"closed"
155038,46,"M",1,"Uneducated","Married","60-80K",36,20459,"Blue",3,2,2,2071,18388,1.248,1767,38,2.167,0.101,"open"
160167,41,"F",3,"Doctorate","Married","40-60K",33,18266,"Silver",1,1,2,822,17444,0.875,14615,124,0.797,0.045,"open"
510488,42,"F",2,"Post-Graduate","Single","below 40K",35,3223,"Blue",6,3,2,0,3223,0.593,4916,79,0.717,0,"open"
204078,54,"M",3,"Post-Graduate","Single","40-60K",44,4216,"Blue",2,5,3,1290,2926,0.86,13787,121,0.571,0.306,"open"
655929,49,"M",2,"Uneducated","Married",NA,44,70371,"Blue",6,3,0,1560,6259,0.827,1582,25,0.786,0.2,"open"
652382,65,"M",0,"Graduate","Single","40-60K",36,1438.3,"Blue",4,0,1,682,756.3,0.713,4427,63,1.172,0.474,"open"
264102,40,"M",3,"High School","Married","40-60K",33,6884,"Blue",4,3,3,1001,5883,0.786,975,11,0.833,0.145,"open"
729837,48,"F",3,"Graduate","Single",NA,43,1502,"Blue",3,3,4,0,1502,0.529,2204,36,0.44,0,"closed"
527091,38,"M",3,"Graduate","Married","below 40K",27,10343,"Silver",3,2,3,2070,8273,0.747,14805,115,0.769,0.2,"open"
271225,50,"M",1,"Doctorate","Single","80-120K",41,5068,"Blue",5,4,2,991,4077,0.736,5173,64,0.6,0.196,"open"
292822,NA,"F",0,"Uneducated","Single","below 40K",36,7112,"Blue",3,1,3,1358,5754,0.553,4951,73,0.587,0.191,"open"
907098,41,"F",3,"Graduate","Married","below 40K",33,1438.3,"Blue",6,3,5,0,1438.3,0.305,1813,51,0.759,0,"closed"
686346,58,"F",4,"Uneducated","Married","below 40K",47,2822,"Blue",3,3,3,2173,649,1.456,1218,23,2.286,0.77,"open"
358886,48,"M",4,"Uneducated","Married","60-80K",35,33791,"Silver",5,3,4,0,33791,0.712,1546,41,0.577,0,"open"
454303,41,"M",3,"Doctorate","Single","60-80K",34,12420,"Blue",5,3,2,0,12420,0.709,4422,70,0.628,0,"open"
307144,54,"F",2,"High School","Divorced","below 40K",36,3591,"Blue",6,3,1,2517,1074,0.665,2313,43,0.536,0.701,"closed"
956816,38,"M",3,"Graduate","Married","80-120K",19,1518,"Blue",5,2,2,1115,403,0.705,3595,65,0.857,0.735,"open"
739890,51,"M",2,"Unknown","Single","80-120K",39,8924,"Blue",2,1,1,0,8924,0.46,4441,87,0.673,0,"open"
853454,32,NA,0,"Unknown","Single","Unknown",26,14140,"Blue",6,2,4,845,13295,0.715,5036,76,0.689,0.06,"open"
159773,50,"F",2,"Graduate","Married","below 40K",37,1963,"Blue",3,2,4,1357,606,0.689,1861,51,0.7,0.691,"open"
329654,48,"F",1,"Graduate","Single","Unknown",38,23007,"Blue",3,2,2,1239,21768,0.713,3395,63,0.465,0.054,"open"
282677,56,"M",3,"Graduate","Married","120K and more",46,7234,"Blue",2,1,2,2055,5179,0.703,5051,83,0.66,0.284,"open"
384416,45,"F",3,"High School","Married","40-60K",39,2851,"Blue",6,4,1,0,2851,0.482,3916,64,0.829,0,"open"
219487,41,NA,2,"High School","Married",NA,36,4953,"Blue",6,2,2,991,3962,0.342,4183,67,0.489,0.2,"open"
136464,52,"M",3,"Graduate","Married","80-120K",42,17302,"Blue",5,2,4,1339,15963,0.631,1181,30,1,0.077,"open"
119543,51,NA,2,"Uneducated","Married","120K and more",40,10984,"Blue",1,3,1,1429,9555,0.751,7850,85,0.635,0.13,"open"
283961,61,"M",1,"Graduate","Married","40-60K",50,2531,"Blue",6,2,4,2360,171,0.955,1263,35,0.591,0.932,"open"
685879,46,"F",3,"High School","Unknown","below 40K",41,3313,"Blue",2,3,4,0,3313,0.561,2135,44,0.419,0,"closed"
416145,41,NA,2,"High School","Married","80-120K",24,9366,"Blue",4,1,3,1104,8262,0.572,1303,39,0.625,0.118,"open"
431620,64,"F",1,"High School","Divorced","Unknown",36,18038,"Blue",3,3,1,1184,16854,0.827,4168,64,0.6,0.066,"open"
757748,45,NA,4,"Graduate","Single","60-80K",30,17625,"Blue",6,2,2,894,16731,1.285,1773,39,1.053,0.051,"open"
527253,52,"F",3,"Unknown","Married","below 40K",38,3281,"Blue",1,2,3,911,2370,0.665,4431,67,1.094,0.278,"open"
382158,51,NA,1,"Unknown","Married","40-60K",36,2710,"Blue",2,3,2,0,2710,0.999,4724,60,0.395,0,"closed"
239875,42,"F",3,"College","Unknown","below 40K",28,5471,"Blue",1,2,3,2517,2954,0.493,5103,94,0.679,0.46,"open"
767536,38,"F",1,"Unknown","Single","below 40K",36,3764,"Blue",3,2,3,0,3764,0.583,1572,57,0.357,0,"open"
688060,65,"F",0,"Unknown","Single","below 40K",55,6352,"Blue",5,2,1,1386,4966,0.5,3709,77,3.02,0.218,"open"
914306,40,"F",3,"Unknown","Married","below 40K",30,1620,"Blue",4,2,3,1278,342,0.595,4530,69,1.029,0.789,"open"
651015,44,NA,3,"High School","Unknown","below 40K",35,3398,"Blue",5,3,0,2415,983,0.891,4509,93,0.661,0.711,"open"
704517,NA,"M",1,"Unknown","Single","below 40K",23,1438.3,"Blue",4,3,1,928,510.3,0.851,2186,59,0.686,0.645,"open"
513211,48,"M",3,"Uneducated","Single","60-80K",40,34516,"Gold",5,2,5,2317,32199,0.699,3927,68,0.7,0.067,"open"
968245,39,"F",1,"Graduate","Unknown","below 40K",36,6690,"Blue",3,4,1,1912,4778,0.609,3875,60,0.538,0.286,"open"
844895,62,"F",0,"Graduate","Married","below 40K",36,1764,"Blue",3,2,2,1540,224,0.937,2094,47,0.958,0.873,"open"
191936,55,"F",1,"Uneducated","Single","below 40K",36,1438.3,"Blue",3,3,0,756,682.3,1.012,4436,73,0.622,0.526,"open"
734325,26,"F",1,"College","Single","Unknown",16,2751,"Blue",4,3,3,1599,1152,0.694,2270,44,0.333,0.581,"open"
730800,NA,"M",1,"Graduate","Single","60-80K",37,2445,"Blue",2,3,4,848,1597,0.771,2216,39,0.56,0.347,"closed"
552846,53,"M",3,"Graduate","Single","80-120K",46,9065,"Blue",5,2,3,1548,7517,0.872,4030,73,0.78,0.171,"open"
864924,50,"M",2,"Unknown","Married","40-60K",43,13067,"Blue",4,3,3,0,13067,1.061,5468,71,0.775,0,"closed"
362070,47,"F",4,"High School","Married",NA,40,4490,"Blue",4,2,2,1989,2501,0.604,4346,70,0.795,0.443,"open"
185937,46,"F",2,"College","Divorced","below 40K",36,1438.3,"Blue",4,3,1,0,1438.3,0.906,4311,77,0.833,0,"open"
365838,53,"F",1,"High School","Married","40-60K",39,2164,"Blue",2,3,3,1115,1049,0.624,4341,69,0.643,0.515,"open"
767590,52,"M",2,"High School","Married","80-120K",47,11358,"Blue",1,1,1,1425,9933,0.611,14327,92,0.673,0.125,"open"
131804,NA,"F",1,"College","Divorced","below 40K",51,4049,"Blue",1,3,3,1685,2364,0.597,3908,80,0.702,0.416,"open"
849675,51,"F",2,"Doctorate","Single","Unknown",45,2109,"Blue",6,3,1,683,1426,0.593,30247,58,0.812,0.324,"open"
995659,53,"M",2,"Graduate","Married","120K and more",36,11023,"Blue",5,1,3,0,11023,0.539,1656,41,0.367,0,"open"
191649,49,"M",1,"Graduate","Single","80-120K",36,18886,"Blue",6,2,2,895,17991,1.826,1235,18,7.855,0.047,"open"
718680,38,"F",1,"Graduate","Single","below 40K",22,2484,"Blue",3,3,3,2149,335,0.669,1200,28,0.647,0.865,"open"
664447,44,"F",2,"Graduate","Divorced","40-60K",36,3107,"Blue",1,1,2,1995,1112,0.668,7535,87,0.673,0.642,"open"
709751,62,"F",0,"Uneducated","Single",NA,36,5780,"Blue",6,3,3,0,5780,0.394,6613,40,2.145,0,"closed"
665147,NA,"F",2,"College","Single","40-60K",36,6371,"Blue",3,2,1,1946,4425,0.582,3592,79,0.756,0.305,"open"
202236,49,"M",3,"Unknown","Unknown","120K and more",44,21620,"Blue",5,2,2,2008,19612,0.691,NA,33,0.5,0.093,"open"
890981,41,"F",4,"College","Divorced",NA,36,1438.3,"Blue",3,1,1,0,1438.3,0.841,4539,90,0.765,0,"open"
642220,57,"F",3,"Uneducated","Married","40-60K",49,7578,"Blue",4,2,3,1628,5950,0.721,1325,29,1.231,0.215,"open"
230004,50,"M",2,"Unknown","Single","40-60K",43,16713,"Blue",2,1,3,1603,254,0.579,1590,43,1.263,0.863,"open"
640558,52,"M",2,"College","Married","60-80K",36,7879,"Blue",1,1,3,1007,6872,0.726,4844,83,0.976,0.128,"open"
641352,43,"F",1,"Graduate","Single","below 40K",38,2642,"Blue",3,3,3,2377,265,0.829,4780,88,0.725,0.9,"open"
496169,47,"F",3,"Post-Graduate","Unknown","40-60K",36,3979,"Blue",6,1,2,1319,2660,0.85,4598,67,0.634,0.331,"open"
553283,49,"F",4,"College","Married","below 40K",36,3244,"Blue",1,1,2,0,3244,0.765,7495,97,0.54,0,"open"
813687,NA,"M",3,"Post-Graduate","Married","60-80K",45,2049,"Blue",6,4,3,0,2049,0.974,2703,54,1,0,"closed"
806184,58,"F",1,"Unknown","Married","40-60K",48,12423,"Blue",3,3,2,1910,10513,0.405,1208,38,0.357,0.154,"open"
953182,46,"M",4,"College","Married","60-80K",36,1681,"Blue",4,2,1,0,1681,0.464,NA,48,0.5,0,"closed"
158097,49,NA,2,"Unknown","Married","below 40K",32,1438.3,"Blue",3,1,3,710,728.3,0.683,3808,80,0.569,0.494,"open"
352621,36,"M",3,"Graduate","Married","60-80K",13,28174,"Silver",4,3,2,1173,27001,0.779,16258,108,0.714,0.042,"open"
813899,32,NA,0,"Graduate","Single","below 40K",26,6942,"Blue",6,3,3,0,6942,0.544,2657,71,0.69,0,"open"
254490,32,"M",1,"Uneducated","Single","80-120K",15,3371,"Blue",2,2,1,1530,1841,0.828,13432,118,0.815,0.454,"open"
100878,40,"M",4,"High School","Married","60-80K",36,5797,"Blue",6,3,3,1779,4018,0.785,2131,33,0.571,0.307,"open"
780445,61,"M",2,"High School","Single","60-80K",47,2175,"Blue",5,2,3,1404,771,0.633,3994,64,0.778,0.646,"open"
391563,55,"M",2,"Uneducated","Married","120K and more",44,27745,"Blue",3,3,3,1300,26445,0.482,1525,21,0.5,0.047,"open"
749080,51,"M",3,"High School","Married","60-80K",36,10305,"Blue",3,2,4,691,9614,0.485,1451,25,3.335,0.067,"open"
812165,53,"F",1,"High School","Married","below 40K",47,3445,"Blue",6,1,2,1074,2371,0.67,1074,31,0.632,0.312,"open"
109065,32,"F",0,"Uneducated","Married","Unknown",36,8791,"Blue",6,3,2,0,8791,0.894,NA,51,0.594,0,"closed"
273980,43,"M",3,"High School","Married","60-80K",35,3717,"Blue",2,3,2,1882,1835,0.796,4667,91,0.82,0.506,"open"
256246,65,"M",0,"Graduate","Married","40-60K",56,2297,"Blue",3,3,2,0,2297,0.511,1941,51,0.417,0,"open"
617283,48,"F",3,"High School","Single","40-60K",30,2657,"Blue",5,2,1,2115,542,0.688,3580,77,0.711,0.796,"open"
526661,36,"F",1,"Graduate","Single","below 40K",16,6091,"Blue",6,5,3,1184,4907,0.766,17437,113,0.766,0.194,"open"
253674,49,"F",4,"Unknown","Single","40-60K",36,9595,"Blue",4,3,2,509,9086,0.625,4050,72,0.5,0.053,"open"
939523,40,"F",4,"High School","Single","40-60K",29,1554,"Blue",5,2,3,412,1142,0.568,2341,43,0.483,0.265,"closed"
952343,46,"F",4,"Doctorate","Single","below 40K",36,2292,"Blue",2,2,3,0,2292,0.568,2595,31,0.409,0,"closed"
210133,43,"M",3,"Graduate","Single","60-80K",33,61686,"Blue",4,2,3,0,6854,0.703,4578,72,0.756,0,"open"
400910,40,"F",2,"Unknown","Single","below 40K",36,3569,"Blue",2,2,3,1054,2515,0.775,7963,85,0.574,0.295,"open"
807593,48,"F",2,"Unknown","Single","below 40K",37,3594,"Blue",3,3,2,1996,1598,0.795,14881,109,0.703,0.555,"open"
153992,51,"F",1,"Graduate","Married","below 40K",45,13199,"Silver",6,3,3,781,12418,0.411,1927,44,0.63,0.059,"closed"
881031,56,"F",0,"High School","Married","below 40K",48,12944.7,"Blue",3,3,1,0,1438.3,0.618,4210,75,0.5,0,"open"
889240,49,"M",2,"Unknown","Married","below 40K",44,12518,"Silver",2,2,3,1722,10796,0.891,14276,96,0.778,0.138,"open"
902113,51,"F",2,"College","Married","Unknown",32,15048,"Blue",1,3,2,2517,12531,0.666,7592,96,0.524,0.167,"open"
147618,44,"M",2,"Graduate","Unknown","80-120K",33,23665,"Blue",3,2,3,1624,22041,0.574,4190,87,0.706,0.069,"open"
379953,51,"M",4,"Graduate","Single","80-120K",42,34516,"Silver",6,4,2,230,34286,1.004,8629,65,0.548,0.007,"closed"
987261,44,"M",3,"Graduate","Unknown","60-80K",29,34516,"Gold",2,3,2,2517,31999,0.579,6782,67,0.763,0.073,"closed"
736000,52,NA,3,"Uneducated","Single","below 40K",42,2510,"Blue",2,3,3,1928,582,1.043,4943,70,0.489,0.768,"open"
146171,NA,"F",3,"Uneducated","Married",NA,36,2872,"Blue",2,3,1,357,2515,0.869,18403,41,0.64,0.124,"closed"
199484,NA,"M",2,"High School","Single","40-60K",31,3216,"Blue",6,3,4,0,3216,0.683,4039,81,5.385,0,"open"
370135,58,"M",1,"Uneducated","Married","40-60K",36,1438.3,"Blue",2,4,3,537,901.3,0.819,715,13,0.91,0.373,"closed"
754578,37,"F",2,"Post-Graduate","Single","below 40K",28,3525,"Blue",1,3,1,1519,2006,0.685,13625,110,1,0.431,"open"
775117,44,"F",4,"Unknown","Married","40-60K",31,1691,"Blue",4,3,5,1327,364,0.774,16415,33,0.435,0.785,"closed"
807928,42,NA,2,"Post-Graduate","Divorced","below 40K",26,2120,"Blue",5,2,3,1527,593,0.744,4741,86,0.72,0.72,"open"
475553,50,NA,2,"Graduate","Unknown","below 40K",36,1438.3,"Blue",5,2,2,0,1438.3,0.658,2329,43,0.593,0,"closed"
707922,43,"F",3,"Graduate","Married","Unknown",33,7951,"Blue",6,1,3,1456,6495,0.882,4452,65,0.512,0.183,"open"
867138,44,"F",2,"Graduate","Single","below 40K",31,4291,"Blue",1,2,1,1285,3006,0.846,15511,101,0.629,0.299,"open"
411426,39,"F",3,"Uneducated","Married","Unknown",30,3023,"Blue",6,3,4,1348,1675,0.358,2219,44,0.63,0.446,"closed"
834969,42,"M",2,"Unknown","Married","120K and more",31,34516,"Blue",3,2,4,1067,33449,0.487,4281,72,0.636,0.031,"open"
515987,40,"F",5,"Graduate","Unknown","below 40K",27,1438.3,"Blue",4,2,1,0,1438.3,0.984,4397,73,0.553,0,"open"
406152,47,"F",5,"Uneducated","Unknown","40-60K",42,5168,"Blue",2,2,3,2265,2903,0.715,8211,80,0.818,0.438,"open"
471116,NA,NA,2,"College","Single","below 40K",36,3123,"Blue",4,1,3,0,3123,0.513,4424,81,0.723,0,"open"
407742,39,"F",3,"High School","Unknown",NA,34,138330,"Blue",4,3,2,686,14684,0.81,4106,71,1.029,0.045,"open"
932995,46,"F",3,"High School","Married","below 40K",39,1801,"Blue",3,3,0,316,1485,0.494,2252,42,0.4,0.175,"closed"
125511,54,"F",2,"Unknown","Unknown","below 40K",39,1438.3,"Blue",4,3,3,0,1438.3,0.72,2145,41,0.519,0,"closed"
867198,38,"M",2,"Uneducated","Single","80-120K",22,34516,"Blue",2,1,3,1595,32921,0.824,8871,97,0.764,0.046,"open"
947058,49,"M",1,"Unknown","Single","120K and more",40,34516,"Blue",5,3,1,0,34516,0.759,3230,64,0.561,0,"open"
666057,46,"F",4,"Doctorate","Divorced","below 40K",38,4120,"Blue",4,3,2,1578,2542,0.379,4792,81,0.588,0.383,"open"
347336,56,"F",4,"Uneducated","Single","Unknown",51,3334,"Blue",5,1,1,1272,2062,1.12,4284,73,0.587,0.382,"open"
117939,41,"F",1,"Graduate","Single","below 40K",32,1438.3,"Blue",2,2,1,0,1438.3,0.824,4897,96,0.778,0,"open"
568874,39,"M",3,"High School","Married","80-120K",34,17978,"Blue",12,1,2,1820,16158,0.85,15657,114,0.81,0.101,"open"
458508,41,"M",5,"Unknown","Unknown","80-120K",29,11191,"Blue",6,2,1,0,11191,0.808,3839,73,0.78,0,"open"
765239,44,"F",3,"High School","Married","below 40K",34,4135,"Blue",5,3,2,1606,2529,0.734,3334,56,0.6,0.388,"open"
664503,50,"M",4,"Unknown","Married","80-120K",45,34516,"Blue",2,1,3,1466,33050,0.693,7223,87,0.611,0.042,"open"
586444,49,"F",3,"Graduate","Unknown","40-60K",41,3585,"Blue",3,2,2,931,2654,0.62,4399,78,0.733,0.26,"open"
508501,26,"M",0,"Uneducated","Single","below 40K",36,2665,"Blue",4,3,4,1567,1098,0.586,2514,64,0.455,0.588,"open"
366129,36,"F",4,"Unknown","Single","below 40K",26,1438.3,"Blue",3,2,3,0,1438.3,0.827,4886,85,0.771,0,"open"
470353,46,"M",2,"Graduate","Single","60-80K",34,6272,"Blue",1,3,2,1434,4838,1.172,4514,66,1.2,0.229,"open"
335163,33,"F",1,"High School","Single","below 40K",25,6193,"Blue",6,3,4,695,5498,0.632,2456,69,0.725,0.112,"open"
238129,35,"M",0,"High School","Divorced","40-60K",36,5619,"Blue",6,3,2,1504,4115,0.775,2808,72,0.6,0.268,"open"
393089,41,"F",1,"Uneducated","Single","Unknown",30,5647,"Blue",4,2,3,1175,4472,0.802,34076,76,0.81,0.208,"open"
820898,NA,"F",4,"High School","Married","below 40K",42,2473,"Blue",4,1,4,1263,1210,0.71,4597,80,0.6,0.511,"open"
349208,34,"F",2,"College","Single","below 40K",20,2715,"Blue",5,2,3,1503,1212,0.704,4177,68,0.659,0.554,"open"
500557,56,"F",2,"High School","Married","40-60K",41,2771,"Blue",5,3,2,1446,1325,0.686,1706,27,0.227,0.522,"open"
969166,34,"M",2,"Graduate","Single","80-120K",29,13395,"Blue",3,1,3,1678,11717,1.006,18550,69,0.865,0.125,"open"
591605,56,"M",1,"Graduate","Married",NA,50,8688,"Blue",3,6,3,0,8688,0.426,2361,41,0.464,0,"closed"
163234,49,"F",3,"High School","Married","below 40K",45,2951,"Blue",3,2,3,2437,514,0.765,2519,36,0.565,0.826,"closed"
239451,38,"M",1,"Unknown","Single","60-80K",29,14596,"Blue",5,2,1,2192,12404,0.898,NA,25,1.083,0.15,"open"
611230,37,"F",2,"Unknown","Married","40-60K",36,2208,"Blue",4,2,2,1559,649,0.51,4686,81,0.761,0.706,"open"
690532,44,"M",3,"Post-Graduate","Single","80-120K",38,19724,"Blue",5,2,3,0,19724,0.644,3830,82,0.673,0,"open"
